ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CREDIT_INQUIRIES,EXISTING_LOAN_BALANCE
5003199,M,Y,Y,118300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13092,365243,0,29400.0
5003200,F,Y,Y,231600.0,Pensioner,Secondary / secondary special,Separated,With parents,-21774,365243,2,19600.0
5003201,F,N,Y,319900.0,Working,Secondary / secondary special,Married,House / apartment,-18936,-10167,1,243600.0
5003202,M,N,Y,198400.0,Working,Secondary / secondary special,Separated,House / apartment,-24760,-11618,1,166700.0
5003203,F,N,N,291000.0,Working,Lower secondary,Married,House / apartment,-10625,-2130,1,232900.0
5003204,F,N,Y,136700.0,Working,Secondary / secondary special,Single / not married,With parents,-14486,-5292,2,93300.0
5003205,F,Y,N,96100.0,Working,Higher education,Civil marriage,House / apartment,-21569,-11329,0,20200.0
5003206,F,Y,Y,291800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11372,-2413,0,303800.0
5003207,F,Y,N,528300.0,State servant,Higher education,Separated,House / apartment,-10309,-3400,1,0.0
5003208,F,Y,Y,134200.0,Working,Incomplete higher,Married,House / apartment,-15010,-3789,1,75400.0
5003209,F,Y,N,407000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-14257,-6873,6,11900.0
5003210,M,Y,N,225700.0,Working,Secondary / secondary special,Married,House / apartment,-24497,-8590,0,233600.0
5003211,F,N,Y,113300.0,Working,Secondary / secondary special,Married,House / apartment,-15502,-3910,2,0.0
5003212,M,Y,Y,125500.0,Working,Lower secondary,Separated,House / apartment,-22449,-241,2,128300.0
5003213,F,N,N,222700.0,Working,Secondary / secondary special,Married,House / apartment,-22913,-4446,1,74100.0
5003214,M,N,Y,180500.0,Working,Secondary / secondary special,Married,House / apartment,-10380,-3327,1,0.0
5003215,M,N,Y,114600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19949,-5838,1,70200.0
5003216,M,N,Y,94700.0,Working,Secondary / secondary special,Married,Office apartment,-12435,-2576,1,91300.0
5003217,M,Y,N,144700.0,Commercial associate,Higher education,Married,House / apartment,-9296,-1425,3,138500.0
5003218,F,Y,N,243400.0,Working,Secondary / secondary special,Married,House / apartment,-22686,-4313,1,146400.0
5003219,F,N,Y,220200.0,Working,Secondary / secondary special,Married,House / apartment,-12690,-3099,0,0.0
5003220,F,N,Y,171900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13599,-2753,2,0.0
5003221,M,Y,N,244400.0,State servant,Incomplete higher,Married,House / apartment,-13232,-6071,2,0.0
5003222,M,Y,N,371600.0,Working,Secondary / secondary special,Married,House / apartment,-11108,-2636,5,150100.0
5003223,M,N,N,269000.0,Commercial associate,Higher education,Married,House / apartment,-15129,-7166,2,0.0
5003224,M,Y,Y,207900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15022,365243,3,245800.0
5003225,F,N,Y,351300.0,Commercial associate,Higher education,Single / not married,House / apartment,-14687,-5629,2,0.0
5003226,M,N,Y,136700.0,Working,Lower secondary,Married,Rented apartment,-23400,-3249,1,0.0
5003227,M,Y,N,197400.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13502,-6035,1,80600.0
5003228,M,N,Y,199800.0,Working,Secondary / secondary special,Civil marriage,With parents,-8191,-307,1,157200.0
5003229,M,N,Y,119000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10733,-1966,3,0.0
5003230,F,Y,Y,179100.0,Working,Higher education,Married,House / apartment,-20056,-3363,1,73000.0
5003231,F,N,Y,78300.0,Working,Secondary / secondary special,Civil marriage,With parents,-17813,-6125,0,45200.0
5003232,M,N,N,574700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24008,-4511,1,21800.0
5003233,M,N,Y,138200.0,Working,Secondary / secondary special,Married,House / apartment,-19591,-9459,3,0.0
5003234,M,Y,N,488200.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-4162,0,519700.0
5003235,M,N,N,225100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9741,-2298,3,222800.0
5003236,M,N,Y,293000.0,State servant,Higher education,Married,House / apartment,-16610,-3683,2,0.0
5003237,F,N,N,173000.0,Working,Higher education,Married,House / apartment,-19090,-7583,1,0.0
5003238,F,N,N,245100.0,Working,Secondary / secondary special,Married,House / apartment,-10513,-3520,2,0.0
5003239,F,Y,N,305800.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17999,-3218,0,319900.0
5003240,F,N,Y,308000.0,Working,Higher education,Separated,Municipal apartment,-22519,-1888,1,72400.0
5003241,F,N,Y,325400.0,Pensioner,Higher education,Married,House / apartment,-20160,365243,0,77700.0
5003242,F,Y,Y,183700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19072,-1793,3,23400.0
5003243,F,N,N,173700.0,Working,Secondary / secondary special,Married,House / apartment,-21220,-7322,3,168000.0
5003244,F,Y,N,99500.0,Working,Higher education,Single / not married,House / apartment,-9457,-2159,2,5500.0
5003245,M,N,N,287000.0,Commercial associate,Higher education,Married,House / apartment,-11169,-3082,1,0.0
5003246,F,Y,Y,379500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8324,-893,1,0.0
5003247,F,N,Y,495600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10159,-2663,1,61400.0
5003248,F,N,Y,257300.0,Working,Secondary / secondary special,Married,House / apartment,-23346,-9329,1,262600.0
5003249,F,N,Y,150600.0,Working,Secondary / secondary special,Married,House / apartment,-11483,-3152,2,0.0
5003250,F,N,N,94600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19036,-2667,1,79400.0
5003251,M,N,Y,371900.0,Working,Secondary / secondary special,Separated,House / apartment,-19542,-4179,2,69100.0
5003252,F,Y,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18748,-4312,0,0.0
5003253,M,N,Y,186300.0,State servant,Higher education,Married,House / apartment,-17179,-8605,1,50000.0
5003254,M,N,Y,197500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16015,-7358,1,205300.0
5003255,M,N,Y,213400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14878,365243,0,249400.0
5003256,F,Y,Y,224900.0,Working,Secondary / secondary special,Married,With parents,-23410,-3828,2,85600.0
5003257,M,N,Y,236700.0,Working,Secondary / secondary special,Married,House / apartment,-7833,-241,0,89000.0
5003258,M,N,Y,66000.0,Working,Secondary / secondary special,Married,With parents,-8588,-1588,0,38400.0
5003259,F,N,Y,222500.0,Working,Higher education,Married,House / apartment,-16125,-4022,1,49800.0
5003260,M,Y,N,72500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13344,365243,0,0.0
5003261,F,Y,Y,318600.0,Working,Higher education,Married,House / apartment,-14678,-1923,1,0.0
5003262,F,N,N,167400.0,Working,Higher education,Married,House / apartment,-24800,-1870,0,0.0
5003263,M,Y,N,75100.0,Pensioner,Higher education,Single / not married,House / apartment,-20976,365243,3,24600.0
5003264,F,N,Y,147000.0,Working,Higher education,Widow,With parents,-22732,-367,1,118300.0
5003265,M,Y,N,166100.0,Working,Secondary / secondary special,Separated,House / apartment,-13997,-3279,2,166100.0
5003266,F,N,Y,400600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11782,-1890,0,0.0
5003267,F,N,N,243700.0,Working,Incomplete higher,Civil marriage,House / apartment,-20854,-10000,2,0.0
5003268,F,N,N,262400.0,Working,Secondary / secondary special,Married,House / apartment,-21533,-14273,0,0.0
5003269,F,N,N,398700.0,Working,Secondary / secondary special,Married,House / apartment,-17110,-2323,2,0.0
5003270,M,Y,Y,210500.0,State servant,Secondary / secondary special,Married,House / apartment,-23050,-3688,2,244400.0
5003271,M,Y,Y,322100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24276,-5049,0,175600.0
5003272,F,Y,Y,311000.0,Working,Secondary / secondary special,Widow,House / apartment,-15756,-4375,1,342900.0
5003273,F,N,Y,116100.0,Working,Higher education,Civil marriage,House / apartment,-11492,-3486,0,115300.0
5003274,F,N,N,461400.0,Working,Secondary / secondary special,Married,House / apartment,-16547,-3629,0,127800.0
5003275,F,N,Y,108600.0,Commercial associate,Higher education,Single / not married,House / apartment,-24657,-1685,0,26400.0
5003276,F,N,Y,349500.0,Working,Secondary / secondary special,Separated,House / apartment,-12698,-4522,2,0.0
5003277,F,N,N,103500.0,State servant,Secondary / secondary special,Married,House / apartment,-18272,-9333,2,60700.0
5003278,M,N,Y,298400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19583,-3359,0,218500.0
5003279,F,Y,N,560400.0,Working,Secondary / secondary special,Married,House / apartment,-11342,-809,1,299400.0
5003280,F,Y,N,198600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17772,-5996,1,194800.0
5003281,M,N,Y,194300.0,Working,Incomplete higher,Married,House / apartment,-13069,-1497,0,0.0
5003282,F,N,Y,299700.0,Working,Secondary / secondary special,Married,With parents,-22334,-5580,1,0.0
5003283,F,Y,Y,187400.0,Working,Higher education,Single / not married,Municipal apartment,-19940,-10430,1,128900.0
5003284,F,N,Y,548300.0,Working,Secondary / secondary special,Married,House / apartment,-21854,-3350,1,479000.0
5003285,M,N,N,243200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11098,-3682,1,257000.0
5003286,M,N,N,188200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8263,-1198,0,55600.0
5003287,F,Y,Y,168600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22271,-3352,0,68500.0
5003288,F,Y,Y,138600.0,Pensioner,Higher education,Married,House / apartment,-14309,365243,1,137300.0
5003289,M,N,Y,161400.0,Working,Higher education,Civil marriage,House / apartment,-10755,-2287,1,0.0
5003290,M,N,Y,185400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9247,-1712,2,111800.0
5003291,F,N,Y,173100.0,Working,Higher education,Married,House / apartment,-16536,-2141,0,95800.0
5003292,M,Y,Y,159000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10247,-688,1,0.0
5003293,F,Y,Y,630900.0,Pensioner,Higher education,Married,House / apartment,-17398,365243,0,0.0
5003294,F,N,Y,132000.0,Commercial associate,Higher education,Married,House / apartment,-20155,-7299,2,94200.0
5003295,M,N,Y,237700.0,Pensioner,Higher education,Married,With parents,-16855,365243,2,0.0
5003296,F,N,N,297100.0,Working,Secondary / secondary special,Married,House / apartment,-23183,-10192,1,172900.0
5003297,M,N,N,302700.0,Working,Secondary / secondary special,Married,With parents,-10340,-1849,1,110500.0
5003298,M,Y,Y,214500.0,Working,Secondary / secondary special,Married,House / apartment,-16149,-840,1,100600.0
5003299,F,N,Y,195900.0,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,-10471,-3619,2,196700.0
5003300,F,N,Y,276900.0,Working,Incomplete higher,Married,Rented apartment,-22706,-10209,1,155100.0
5003301,F,Y,Y,252400.0,State servant,Secondary / secondary special,Separated,House / apartment,-23673,-9144,1,98300.0
5003302,F,N,Y,194100.0,Working,Higher education,Married,House / apartment,-14536,-5189,2,0.0
5003303,M,Y,N,101200.0,Working,Incomplete higher,Married,House / apartment,-12918,-2638,2,54400.0
5003304,M,Y,Y,174800.0,Working,Secondary / secondary special,Married,House / apartment,-12465,-5801,1,155000.0
5003305,M,Y,Y,124500.0,Commercial associate,Higher education,Married,House / apartment,-22428,-2096,1,58700.0
5003306,M,Y,Y,158200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19385,-9516,1,0.0
5003307,M,Y,N,224600.0,Working,Secondary / secondary special,Married,House / apartment,-22787,-6254,3,0.0
5003308,M,N,N,264300.0,Working,Secondary / secondary special,Married,House / apartment,-9687,-2764,2,0.0
5003309,F,N,Y,538000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15842,-6698,0,642800.0
5003310,F,N,Y,168800.0,Commercial associate,Higher education,Married,House / apartment,-19278,-7222,2,0.0
5003311,F,Y,Y,325400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23070,-13711,0,261700.0
5003312,F,Y,Y,257400.0,Working,Secondary / secondary special,Married,House / apartment,-14228,-6999,1,0.0
5003313,M,N,Y,422300.0,Student,Secondary / secondary special,Married,House / apartment,-13044,-511,4,412500.0
5003314,M,N,Y,294700.0,State servant,Secondary / secondary special,Married,House / apartment,-23342,-2961,2,250100.0
5003315,F,Y,Y,133400.0,Working,Secondary / secondary special,Married,With parents,-8486,-1351,1,0.0
5003316,F,N,Y,93300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15903,-8613,2,108300.0
5003317,M,N,Y,258100.0,Working,Secondary / secondary special,Married,House / apartment,-15543,-3963,0,0.0
5003318,F,N,N,169600.0,Working,Higher education,Married,House / apartment,-10177,-313,1,68700.0
5003319,F,N,Y,135300.0,State servant,Higher education,Married,House / apartment,-14450,-5131,1,0.0
5003320,F,Y,N,117200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20074,-2775,0,27500.0
5003321,M,N,Y,239400.0,State servant,Higher education,Married,House / apartment,-13968,-4165,1,50900.0
5003322,F,Y,Y,469500.0,Working,Higher education,Married,House / apartment,-12986,-2578,0,531000.0
5003323,F,N,Y,180100.0,Commercial associate,Higher education,Married,House / apartment,-21092,-8182,1,130200.0
5003324,F,Y,N,296700.0,Working,Higher education,Married,House / apartment,-24643,-13635,2,0.0
5003325,F,N,Y,209900.0,Working,Higher education,Civil marriage,House / apartment,-21049,-7125,1,0.0
5003326,F,Y,Y,115900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-22199,-680,0,136400.0
5003327,F,N,Y,319000.0,Working,Secondary / secondary special,Married,House / apartment,-23798,-8563,2,0.0
5003328,M,N,Y,127800.0,Commercial associate,Higher education,Married,House / apartment,-21434,-4882,3,19700.0
5003329,F,N,N,223300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24499,-11409,2,0.0
5003330,F,N,Y,186200.0,State servant,Higher education,Civil marriage,House / apartment,-20498,-6640,2,67100.0
5003331,F,N,Y,345200.0,Working,Higher education,Widow,House / apartment,-19026,-9278,0,173400.0
5003332,M,N,Y,130100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19572,-11829,3,0.0
5003333,M,N,N,268600.0,Student,Higher education,Married,House / apartment,-23121,-5409,0,8700.0
5003334,F,N,Y,145200.0,State servant,Secondary / secondary special,Single / not married,With parents,-19395,-12686,1,91500.0
5003335,F,N,N,171100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-20737,-2277,1,22000.0
5003336,F,N,N,35900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11378,-3158,4,13700.0
5003337,F,N,Y,628800.0,Working,Higher education,Single / not married,House / apartment,-23337,-684,0,263600.0
5003338,F,N,Y,290900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15347,-2012,1,151000.0
5003339,F,N,Y,150500.0,Commercial associate,Higher education,Married,House / apartment,-10435,-2513,2,0.0
5003340,F,N,N,125900.0,Commercial associate,Lower secondary,Married,House / apartment,-21399,-849,1,133300.0
5003341,F,N,Y,172400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13788,-898,3,0.0
5003342,F,Y,Y,316100.0,Working,Higher education,Single / not married,Municipal apartment,-10830,-1368,0,28300.0
5003343,M,N,N,85800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12069,-3240,2,63500.0
5003344,F,N,Y,205800.0,Commercial associate,Higher education,Civil marriage,House / apartment,-8270,-206,1,152000.0
5003345,F,N,Y,535400.0,Working,Secondary / secondary special,Married,With parents,-9225,-1373,0,408800.0
